                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3962,                0.70339,                 1.1112,                 1.5272,                0.79849,                 1.1414,                0.93748,                0.91019,                0.95914,                 0.6509,                 1.1085,                0.55248,                 1.0115,                 1.1618,                0.48834,                 1.0463,               0.001406,               0.001406,               0.001406
                     12,                 1.3856,                0.69554,                  1.104,                 1.5175,                0.78766,                 1.1345,                0.93473,                0.90839,                0.95827,                0.64846,                 1.1203,                0.54053,                  1.017,                 1.1744,                0.48433,                 1.0518,                0.00134,                0.00134,                0.00134
                     13,                 1.3689,                 0.6808,                 1.0989,                  1.499,                0.77181,                 1.1314,                0.93718,                0.91376,                 0.9601,                0.65069,                 1.1245,                0.53722,                 1.0134,                 1.1733,                0.47533,                 1.0474,               0.001274,               0.001274,               0.001274
                     14,                 1.3667,                0.67702,                  1.094,                 1.4955,                0.76846,                 1.1265,                0.93943,                0.91795,                0.96375,                0.65491,                 1.1075,                0.52564,                 1.0082,                 1.1601,                0.45876,                 1.0483,               0.001208,               0.001208,               0.001208
                     15,                  1.354,                0.67306,                 1.0954,                 1.4824,                0.76649,                 1.1293,                0.94243,                0.91257,                0.96202,                0.65552,                 1.1022,                0.53312,                 1.0071,                 1.1556,                 0.4664,                 1.0429,               0.001142,               0.001142,               0.001142
                     16,                 1.3515,                0.66678,                 1.0892,                 1.4797,                0.75689,                 1.1223,                0.94313,                0.91657,                 0.9647,                0.65617,                 1.1129,                0.52472,                 1.0116,                 1.1622,                0.45931,                 1.0459,               0.001076,               0.001076,               0.001076
                     17,                 1.3437,                0.66529,                  1.088,                 1.4743,                0.75724,                 1.1217,                0.94388,                0.91717,                0.96399,                 0.6551,                 1.1136,                0.52387,                 1.0095,                 1.1605,                0.46299,                 1.0415,                0.00101,                0.00101,                0.00101
                     18,                 1.3385,                0.65773,                 1.0836,                 1.4704,                0.74562,                 1.1189,                0.94388,                0.91844,                0.96494,                0.65956,                 1.0981,                0.52272,                  1.002,                 1.1457,                0.46183,                 1.0363,               0.000944,               0.000944,               0.000944
                     19,                  1.325,                0.65133,                 1.0802,                  1.455,                0.73754,                 1.1159,                0.94478,                0.91711,                0.96484,                0.66327,                 1.0869,                0.52006,                 1.0015,                 1.1338,                0.46312,                 1.0348,               0.000878,               0.000878,               0.000878
                     20,                 1.3165,                0.64319,                 1.0769,                 1.4453,                0.72832,                 1.1133,                0.94406,                0.92136,                0.96595,                0.66133,                 1.0974,                0.51008,                 1.0053,                 1.1478,                0.44628,                 1.0424,               0.000812,               0.000812,               0.000812
                     21,                 1.2649,                0.62128,                 1.0919,                 1.3656,                0.67117,                 1.1299,                0.94547,                  0.922,                0.96662,                0.66726,                 1.0781,                0.50802,                0.99956,                  1.129,                0.44091,                 1.0344,               0.000746,               0.000746,               0.000746
                     22,                 1.2595,                0.61807,                 1.0924,                 1.3589,                0.66137,                 1.1305,                0.94639,                 0.9206,                0.96581,                0.66465,                  1.091,                0.50239,                 1.0027,                 1.1419,                0.43296,                 1.0404,                0.00068,                0.00068,                0.00068
                     23,                 1.2513,                0.61082,                 1.0857,                 1.3528,                0.65668,                  1.123,                 0.9477,                 0.9232,                0.96717,                0.66741,                 1.0857,                0.50706,                0.99852,                 1.1298,                0.44985,                 1.0303,               0.000614,               0.000614,               0.000614
                     24,                 1.2409,                0.60539,                  1.084,                 1.3394,                 0.6524,                  1.119,                0.94565,                0.92427,                0.96779,                  0.669,                  1.083,                0.50325,                      1,                 1.1254,                0.44591,                 1.0315,               0.000548,               0.000548,               0.000548
                     25,                 1.2285,                0.59627,                 1.0759,                 1.3285,                0.64311,                 1.1109,                0.94924,                0.92577,                0.96908,                0.67201,                 1.0776,                0.49977,                0.99577,                 1.1205,                0.44187,                 1.0281,               0.000482,               0.000482,               0.000482
                     26,                 1.2253,                0.59272,                  1.074,                 1.3257,                0.63558,                 1.1085,                 0.9486,                0.92776,                0.96935,                0.67241,                 1.0746,                 0.4945,                0.99508,                 1.1198,                0.43173,                 1.0274,               0.000416,               0.000416,               0.000416
                     27,                 1.2143,                0.58799,                 1.0715,                 1.3148,                0.62955,                 1.1089,                0.94917,                0.92437,                0.96905,                0.67308,                 1.0734,                0.49705,                0.99527,                 1.1142,                0.44287,                 1.0258,                0.00035,                0.00035,                0.00035
                     28,                 1.2012,                0.57765,                  1.065,                 1.3021,                0.61861,                 1.1021,                0.95043,                0.92512,                0.96959,                  0.674,                 1.0731,                0.49428,                0.99309,                 1.1123,                0.44234,                 1.0235,               0.000284,               0.000284,               0.000284
                     29,                 1.1936,                0.57722,                 1.0633,                  1.292,                0.62107,                 1.0979,                0.95401,                0.92841,                0.97064,                0.67631,                 1.0678,                0.48941,                0.99221,                 1.1084,                0.43238,                 1.0228,               0.000218,               0.000218,               0.000218
                     30,                 1.1839,                0.56971,                 1.0562,                 1.2853,                 0.6049,                 1.0923,                0.95133,                0.92693,                0.97003,                0.67619,                 1.0686,                0.49068,                0.99204,                 1.1089,                0.43478,                 1.0223,               0.000152,               0.000152,               0.000152
