                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 2.1597,                 1.2187,                 1.5005,                 2.2145,                 1.4001,                  1.483,                0.72449,                0.75978,                 0.7057,                0.25972,                  2.093,                 1.1932,                 1.5958,                 2.1079,                 1.2476,                 1.5935,              0.0012351,              0.0012351,              0.0012351
                     21,                  2.093,                 1.2219,                 1.5138,                 2.1198,                 1.3401,                 1.4931,                0.70011,                 0.7695,                0.71969,                0.27599,                 2.0763,                 1.1875,                  1.577,                 2.1001,                  1.219,                 1.5792,               0.001208,               0.001208,               0.001208
                     22,                 2.1756,                 1.2262,                 1.4605,                  2.213,                 1.3237,                 1.4181,                0.64857,                0.72067,                0.68147,                0.26762,                  2.082,                 1.2316,                 1.5682,                 2.0846,                 1.2951,                 1.5655,               0.001208,               0.001208,               0.001208
                     23,                 2.1866,                 1.2399,                 1.5012,                 2.2368,                 1.3674,                 1.4692,                0.65637,                0.77654,                0.72744,                0.29769,                 2.0668,                 1.2071,                 1.5444,                 2.0696,                 1.1924,                 1.5545,              0.0011684,              0.0011684,              0.0011684
                     24,                 2.0924,                 1.2264,                 1.4573,                 2.1407,                 1.3282,                 1.4326,                0.69243,                0.53073,                0.57982,                0.21784,                 2.2229,                 1.6779,                 1.6083,                 2.3195,                 1.6472,                 1.6891,              0.0011288,              0.0011288,              0.0011288
                     25,                 2.1808,                 1.2061,                 1.4998,                 2.2517,                 1.2937,                 1.4856,                0.69649,                0.75419,                0.68073,                0.24527,                 2.1639,                 1.2186,                 1.5577,                 2.2298,                 1.1559,                  1.644,              0.0010892,              0.0010892,              0.0010892
                     26,                 2.1352,                  1.197,                 1.4672,                 2.1912,                 1.2865,                 1.4666,                0.67107,                0.77654,                0.68234,                 0.2428,                 2.1626,                 1.2547,                 1.5618,                 2.1848,                 1.2276,                  1.604,              0.0010496,              0.0010496,              0.0010496
                     27,                 2.1185,                 1.1967,                 1.4443,                 2.1938,                 1.2949,                 1.4345,                0.64882,                 0.7933,                0.67456,                0.25993,                 2.1009,                 1.3111,                 1.5386,                 2.1294,                 1.2952,                 1.5727,                0.00101,                0.00101,                0.00101
                     28,                 2.0124,                 1.1993,                 1.4475,                 2.0989,                 1.2983,                 1.4329,                0.66878,                0.78771,                0.69828,                0.28474,                  2.004,                 1.2127,                 1.4974,                 2.0563,                  1.218,                 1.5359,              0.0009704,              0.0009704,              0.0009704
                     29,                 2.0705,                  1.175,                 1.4434,                 2.1084,                  1.281,                 1.4011,                0.71097,                0.77095,                0.73927,                0.27409,                 2.0221,                 1.1895,                 1.5016,                 2.1345,                 1.1924,                 1.5678,              0.0009308,              0.0009308,              0.0009308
                     30,                 2.1144,                 1.1923,                 1.4713,                  2.135,                 1.3121,                 1.4326,                0.69034,                0.77219,                0.74941,                 0.2754,                 2.0356,                 1.1812,                 1.5083,                 2.1462,                 1.1722,                 1.5892,              0.0008912,              0.0008912,              0.0008912
                     31,                 2.0387,                 1.1512,                 1.4496,                 2.0893,                 1.2418,                 1.4255,                0.68903,                0.79224,                0.75891,                0.29729,                 1.9588,                 1.1427,                 1.4679,                 1.9957,                 1.1468,                 1.5159,              0.0008516,              0.0008516,              0.0008516
                     32,                 2.0757,                 1.1377,                 1.4382,                 2.1318,                 1.2428,                 1.4259,                0.70673,                0.81006,                0.75998,                0.30801,                 1.9569,                 1.1505,                 1.4802,                 1.9746,                 1.2187,                 1.5057,               0.000812,               0.000812,               0.000812
                     33,                 2.0657,                 1.1796,                 1.4363,                 2.1077,                 1.2914,                 1.4017,                0.74767,                0.77803,                 0.7753,                0.31894,                 1.9737,                 1.1264,                 1.4941,                 1.9713,                 1.1913,                 1.5193,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.9951,                  1.141,                 1.4356,                 2.0299,                 1.2624,                 1.3993,                0.74129,                0.78771,                 0.7653,                0.31674,                 1.9508,                 1.1071,                  1.476,                 1.9392,                 1.1926,                 1.4719,              0.0007328,              0.0007328,              0.0007328
                     35,                 2.0334,                 1.0969,                 1.4036,                 2.0785,                 1.2277,                 1.3678,                0.68273,                0.79344,                0.75186,                 0.3105,                 1.9242,                 1.1153,                 1.4558,                 1.9822,                 1.1533,                 1.4745,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.9421,                  1.109,                 1.4035,                 1.9934,                 1.1937,                 1.3742,                0.70622,                0.77095,                0.75853,                0.31683,                 1.8938,                 1.0987,                 1.4431,                 1.9119,                 1.1402,                 1.4515,              0.0006536,              0.0006536,              0.0006536
                     37,                 2.0054,                 1.1289,                 1.4276,                 2.0733,                 1.2804,                  1.411,                0.72428,                0.78771,                0.75574,                0.32538,                 1.8747,                 1.0741,                 1.4375,                 1.8977,                 1.0888,                 1.4491,               0.000614,               0.000614,               0.000614
                     38,                 1.9877,                  1.083,                 1.4023,                 2.0312,                 1.1298,                 1.3706,                0.73814,                0.79888,                0.76509,                0.33588,                 1.8704,                 1.0487,                 1.4404,                  1.906,                 1.0438,                 1.4516,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.9242,                 1.0859,                  1.431,                 1.9704,                 1.1997,                 1.4243,                0.72875,                0.81048,                0.75551,                0.33969,                 1.8604,                 1.0384,                 1.4286,                 1.8864,                 1.0325,                  1.444,              0.0005348,              0.0005348,              0.0005348
                     40,                 1.9535,                 1.0718,                 1.4233,                 2.0171,                 1.1542,                 1.4055,                0.74317,                0.86592,                0.78415,                0.35381,                 1.8635,                 1.0187,                 1.4189,                 1.8801,                  0.959,                 1.4528,              0.0004952,              0.0004952,              0.0004952
                     41,                 1.9308,                 1.1118,                 1.4418,                 1.9605,                 1.1841,                 1.4552,                0.76324,                0.80447,                0.76774,                0.33468,                 1.9189,                 1.0435,                 1.4392,                 1.9551,                0.98131,                 1.4799,              0.0004556,              0.0004556,              0.0004556
                     42,                 1.9524,                 1.0969,                 1.4564,                 2.0248,                  1.127,                 1.4661,                0.71477,                0.80447,                0.74486,                0.32257,                 1.9437,                  1.062,                 1.4533,                 2.0095,                0.97804,                 1.5103,               0.000416,               0.000416,               0.000416
                     43,                 1.9336,                 1.0712,                  1.476,                 1.9836,                 1.0849,                 1.4675,                0.74794,                0.78771,                0.75608,                0.32893,                  1.907,                 1.0405,                 1.4428,                 1.9636,                0.96484,                 1.4818,              0.0003764,              0.0003764,              0.0003764
                     44,                  1.938,                 1.0487,                 1.4495,                 1.9701,                 1.0906,                 1.4191,                0.70737,                0.78212,                 0.7424,                0.33053,                 1.8888,                 1.0111,                 1.4484,                 1.9246,                 1.0053,                 1.4495,              0.0003368,              0.0003368,              0.0003368
                     45,                  1.905,                 1.0325,                 1.4895,                 1.9433,                 1.0453,                 1.4951,                0.70174,                0.81493,                0.75434,                0.33797,                  1.883,                0.98498,                 1.4458,                 1.9178,                0.97405,                 1.4403,              0.0002972,              0.0002972,              0.0002972
                     46,                 1.8591,                 1.0263,                 1.4054,                 1.9398,                0.98859,                 1.3956,                0.73901,                0.82123,                0.76679,                 0.3382,                 1.8682,                0.97992,                 1.4352,                 1.8991,                 0.9669,                 1.4391,              0.0002576,              0.0002576,              0.0002576
                     47,                 1.8673,                 1.0088,                 1.4538,                 1.9356,                 1.0103,                 1.4517,                0.77087,                0.79888,                0.78296,                0.34654,                 1.8641,                0.98685,                 1.4288,                 1.9014,                0.93891,                 1.4481,               0.000218,               0.000218,               0.000218
                     48,                 1.8862,                 1.0233,                 1.4483,                   1.96,                 1.0207,                 1.4521,                0.75644,                0.83282,                0.79143,                0.35196,                 1.8666,                0.99424,                 1.4274,                  1.916,                0.90714,                 1.4609,              0.0001784,              0.0001784,              0.0001784
                     49,                 1.8425,                 1.0051,                 1.4305,                 1.8876,                0.97822,                 1.4394,                0.75738,                0.83709,                0.79392,                0.35495,                 1.8557,                0.99011,                 1.4227,                 1.9062,                0.89559,                 1.4552,              0.0001388,              0.0001388,              0.0001388
                     50,                 1.8769,                 1.0148,                 1.4069,                 1.9561,                 1.0213,                 1.4004,                0.75558,                0.85475,                0.79449,                0.35689,                 1.8488,                0.98977,                   1.42,                 1.8967,                0.88929,                 1.4439,               9.92e-05,               9.92e-05,               9.92e-05
