                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1293,                0.60497,                 1.0381,                 1.2714,                0.59007,                 1.0793,                0.83513,                0.78723,                0.82148,                0.40837,                 1.8903,                0.77661,                 1.4152,                 1.9288,                0.87936,                 1.4564,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.1004,                0.59979,                 1.0447,                 1.2236,                0.59003,                 1.0829,                0.90542,                0.82979,                0.87211,                0.42929,                 1.8429,                0.74388,                 1.4384,                 1.9898,                0.76759,                 1.4821,               0.001802,               0.001802,               0.001802
                     13,                 1.1147,                0.61199,                 1.0528,                  1.245,                0.60651,                 1.0874,                0.92294,                0.76449,                0.85086,                0.40877,                 1.8164,                0.72481,                 1.4062,                 1.9439,                 0.7998,                 1.4644,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.1226,                0.60678,                 1.0573,                 1.2512,                0.60014,                 1.0952,                0.82392,                 0.7966,                0.84207,                0.40394,                 1.8616,                 0.7884,                 1.3936,                 1.9732,                0.88657,                 1.4304,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.0976,                0.59365,                  1.046,                 1.2177,                0.58995,                 1.0769,                0.87782,                0.76435,                0.81399,                0.38834,                 1.8682,                0.73812,                 1.4177,                 1.9955,                0.94348,                 1.4957,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.1037,                0.59716,                  1.045,                 1.2361,                0.57813,                 1.0875,                0.96745,                0.80851,                0.86974,                0.42085,                 1.8465,                0.77777,                  1.404,                 1.9309,                0.72451,                 1.4726,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.0895,                0.59238,                  1.031,                 1.2213,                0.56988,                  1.072,                0.93883,                0.78723,                0.86166,                0.42191,                 1.8221,                0.78283,                  1.356,                 1.9241,                0.87365,                 1.4216,               0.001703,               0.001703,               0.001703
                     18,                 1.0603,                 0.5756,                 1.0311,                 1.1891,                0.55389,                 1.0751,                 0.9611,                0.76596,                 0.8484,                0.39901,                 1.8487,                0.75181,                  1.412,                 1.9917,                 0.8626,                 1.4932,              0.0016832,              0.0016832,              0.0016832
                     19,                  1.102,                0.58546,                 1.0375,                 1.2342,                0.56586,                 1.0817,                 0.9708,                0.78723,                0.86067,                0.42074,                 1.8175,                 0.6917,                 1.4077,                 1.9486,                0.73661,                 1.4962,              0.0016634,              0.0016634,              0.0016634
                     20,                  1.051,                0.57112,                  1.012,                 1.1796,                0.54735,                  1.054,                0.96223,                0.74468,                0.86867,                 0.4174,                 1.8095,                0.69737,                 1.3829,                 1.9004,                0.90391,                 1.4255,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.0621,                0.58162,                 1.0171,                 1.2002,                0.55579,                 1.0645,                0.89226,                0.78723,                0.86556,                0.38958,                 1.9203,                0.78311,                 1.4285,                 2.0175,                0.69952,                 1.5254,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.0474,                0.57999,                 1.0304,                 1.1616,                0.56354,                 1.0695,                 0.9236,                0.77177,                0.82935,                0.41333,                 1.8337,                0.75968,                 1.3974,                 1.9268,                0.81109,                 1.4411,               0.001604,               0.001604,               0.001604
                     23,                 1.0441,                0.57144,                 1.0263,                 1.1528,                0.54564,                 1.0595,                0.89796,                0.78723,                0.81389,                0.41487,                 1.8186,                0.80143,                 1.3979,                 1.9011,                 0.7688,                 1.4569,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.0232,                0.56181,                 1.0084,                 1.1568,                0.54685,                 1.0468,                0.94015,                0.76596,                0.84253,                0.41354,                   1.84,                0.76333,                 1.4169,                 1.9091,                0.86387,                 1.4281,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.0253,                0.54846,                 1.0107,                 1.1481,                0.52491,                 1.0504,                0.97347,                0.78078,                0.85901,                0.41064,                 1.8897,                0.72709,                 1.4283,                   1.98,                0.74575,                 1.4803,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.0213,                0.55147,                 1.0078,                 1.1486,                0.53444,                 1.0478,                0.90434,                0.80851,                0.83604,                0.39124,                 1.9329,                0.80523,                  1.429,                 2.0728,                0.75037,                 1.5141,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.0407,                0.55696,                 1.0149,                 1.1595,                0.53235,                 1.0568,                0.92121,                0.80851,                0.85894,                0.42453,                 1.8129,                0.72981,                 1.4122,                 1.9198,                0.70853,                 1.4792,               0.001505,               0.001505,               0.001505
                     28,                 1.0003,                 0.5511,                 1.0007,                  1.133,                0.52536,                 1.0463,                0.92245,                0.76596,                0.81703,                0.38504,                 1.8502,                0.72202,                 1.4457,                 1.9473,                0.75914,                   1.48,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.0266,                0.54855,                 1.0133,                 1.1527,                0.52723,                 1.0542,                0.87617,                0.76596,                0.81452,                0.38855,                 1.8715,                0.78749,                 1.4299,                 1.9887,                0.86892,                 1.4847,              0.0014654,              0.0014654,              0.0014654
                     30,                0.99216,                0.53753,                      1,                  1.112,                0.52185,                 1.0423,                0.91648,                0.76596,                0.84363,                0.40681,                 1.8333,                0.76634,                 1.4121,                 1.9513,                0.75129,                 1.4887,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.0113,                0.54253,                 0.9988,                  1.127,                0.52373,                 1.0421,                0.94267,                0.76596,                0.82651,                0.41293,                 1.7611,                0.70222,                 1.3593,                 1.9082,                0.72215,                 1.4619,              0.0014258,              0.0014258,              0.0014258
                     32,                      1,                0.53351,                 1.0032,                 1.1181,                0.49454,                 1.0458,                0.93876,                0.74468,                0.81996,                0.39487,                 1.9142,                 0.7651,                 1.4445,                 1.9752,                 0.7766,                  1.497,               0.001406,               0.001406,               0.001406
                     33,                0.98323,                0.52885,                0.99187,                 1.0982,                0.50428,                 1.0314,                0.94736,                0.76588,                0.80923,                0.39249,                 1.9214,                0.71033,                 1.4604,                 2.0034,                0.73868,                 1.5056,              0.0013862,              0.0013862,              0.0013862
                     34,                0.97614,                0.52837,                0.99218,                 1.0886,                0.49533,                   1.03,                0.89669,                0.76596,                0.81568,                0.39682,                 1.9454,                0.73237,                 1.3979,                 2.0323,                0.74749,                 1.5064,              0.0013664,              0.0013664,              0.0013664
                     35,                0.94466,                0.51801,                 0.9753,                 1.0692,                0.48208,                   1.02,                0.82892,                0.76596,                0.77898,                0.39019,                 1.8814,                 0.7651,                 1.3877,                 1.9616,                0.69654,                 1.4528,              0.0013466,              0.0013466,              0.0013466
                     36,                0.97217,                0.52243,                0.98838,                 1.0788,                0.48709,                 1.0288,                0.87173,                0.78723,                0.81945,                  0.378,                 1.8541,                0.73045,                 1.3957,                 2.0343,                0.77553,                 1.4881,              0.0013268,              0.0013268,              0.0013268
                     37,                0.95892,                0.50614,                0.98564,                 1.0786,                0.47178,                 1.0231,                0.94724,                 0.7641,                0.85099,                0.41571,                 1.8044,                0.70017,                 1.3759,                 1.8731,                0.85848,                 1.3891,               0.001307,               0.001307,               0.001307
                     38,                0.95097,                0.50463,                0.98085,                 1.0725,                  0.476,                 1.0154,                0.91456,                0.74468,                 0.8333,                0.40536,                 1.8561,                0.72298,                 1.3949,                 1.9891,                0.89707,                 1.4233,              0.0012872,              0.0012872,              0.0012872
                     39,                0.94841,                0.50331,                0.97639,                  1.059,                0.45813,                   1.01,                0.92278,                0.76281,                0.85339,                0.39425,                 1.9125,                0.70823,                 1.4544,                 2.0549,                0.93742,                 1.5114,              0.0012674,              0.0012674,              0.0012674
                     40,                0.93194,                0.49844,                0.97359,                 1.0535,                 0.4674,                 1.0127,                0.89365,                0.76596,                 0.8114,                0.38649,                 1.8831,                 0.7019,                 1.4804,                 1.9852,                0.88321,                 1.5423,              0.0012476,              0.0012476,              0.0012476
                     41,                0.94265,                0.50112,                 0.9693,                 1.0641,                0.46167,                 1.0063,                0.92663,                0.80622,                0.82244,                0.39499,                 1.9215,                0.79485,                 1.4795,                 2.0037,                0.84876,                 1.5476,              0.0012278,              0.0012278,              0.0012278
                     42,                 0.9333,                 0.4991,                0.97097,                 1.0389,                0.46454,                 1.0045,                0.90004,                0.78723,                0.83026,                 0.3924,                 1.9423,                0.73126,                 1.4734,                  2.032,                 0.8793,                  1.527,               0.001208,               0.001208,               0.001208
                     43,                0.92102,                0.48774,                0.97107,                 1.0279,                0.45199,                  1.006,                0.89579,                0.73172,                 0.8001,                0.38326,                 1.8948,                0.77487,                 1.4402,                 2.0652,                0.75205,                 1.5617,              0.0011882,              0.0011882,              0.0011882
                     44,                0.92005,                0.49609,                0.96874,                 1.0422,                0.46621,                 1.0067,                0.87453,                0.76596,                0.80835,                0.39727,                 1.9356,                0.74887,                 1.4675,                 2.0152,                0.92591,                 1.4883,              0.0011684,              0.0011684,              0.0011684
                     45,                0.92173,                0.49537,                 0.9721,                 1.0287,                0.45696,                  1.005,                 0.9001,                0.76596,                0.83701,                0.37107,                 1.9069,                0.79038,                 1.4498,                 2.0675,                0.83327,                 1.5359,              0.0011486,              0.0011486,              0.0011486
                     46,                0.90513,                 0.4875,                0.96599,                 1.0103,                0.44405,                0.99979,                0.95066,                0.82004,                0.88414,                0.38344,                  1.947,                0.74238,                 1.4325,                 2.0493,                 0.7736,                 1.5169,              0.0011288,              0.0011288,              0.0011288
                     47,                0.91604,                0.49071,                0.96667,                 1.0365,                0.45495,                 1.0088,                0.93172,                0.76596,                0.84465,                0.39591,                 1.8894,                 0.7229,                 1.4174,                 2.0261,                0.81672,                 1.5091,               0.001109,               0.001109,               0.001109
                     48,                0.89909,                0.48025,                0.95464,                 1.0181,                0.44032,                0.99379,                0.88958,                0.78723,                0.78775,                0.35218,                 1.9637,                0.71665,                 1.5061,                 2.1306,                0.84743,                 1.6265,              0.0010892,              0.0010892,              0.0010892
                     49,                0.89481,                0.48197,                0.96289,                 1.0144,                0.45259,                 1.0082,                0.87731,                0.76084,                 0.7998,                0.36944,                 1.8701,                0.77947,                 1.4455,                 1.9908,                0.88284,                  1.511,              0.0010694,              0.0010694,              0.0010694
                     50,                0.89773,                0.47442,                  0.963,                0.99968,                0.43761,                0.99877,                0.90743,                0.74468,                0.82475,                0.37081,                 1.9756,                0.73408,                 1.4688,                 2.0875,                0.76361,                 1.5515,              0.0010496,              0.0010496,              0.0010496
                     51,                0.89478,                0.48109,                0.95449,                 1.0174,                0.44578,                0.98721,                0.90531,                0.81382,                0.85318,                0.40497,                 1.8374,                0.69801,                 1.4281,                  1.946,                0.66719,                 1.4796,              0.0010298,              0.0010298,              0.0010298
                     52,                0.87141,                0.46751,                0.95657,                 0.9765,                0.42792,                0.98731,                0.84182,                0.76596,                0.81058,                0.37721,                 1.8588,                0.68829,                 1.4788,                 1.9803,                0.64324,                 1.5689,                0.00101,                0.00101,                0.00101
                     53,                0.87304,                0.46048,                0.95382,                 0.9848,                0.42083,                 0.9842,                0.88737,                0.78723,                0.79066,                 0.3811,                 1.9188,                0.70023,                 1.4694,                 2.0183,                0.71242,                 1.5156,              0.0009902,              0.0009902,              0.0009902
                     54,                0.86095,                0.46609,                0.94221,                0.97862,                0.42815,                0.97989,                0.94225,                0.78723,                0.84517,                0.40261,                 1.8724,                0.69231,                 1.4464,                 1.9973,                 0.6818,                 1.5606,              0.0009704,              0.0009704,              0.0009704
                     55,                0.87145,                0.46177,                0.94838,                0.98405,                0.43392,                0.98592,                0.94149,                0.80851,                0.85634,                0.40578,                 1.8655,                0.66578,                  1.419,                 1.9646,                 0.6779,                 1.5278,              0.0009506,              0.0009506,              0.0009506
                     56,                0.86573,                0.46673,                0.94889,                0.97959,                0.43314,                0.98628,                0.85498,                0.78723,                0.79019,                0.39074,                 1.9375,                0.73379,                 1.4318,                 2.0502,                0.79174,                  1.493,              0.0009308,              0.0009308,              0.0009308
                     57,                0.88128,                 0.4653,                0.95511,                0.98268,                0.42284,                0.98783,                0.85556,                0.76596,                0.81332,                0.38495,                 1.9873,                0.74026,                 1.4479,                 2.0363,                0.79574,                  1.484,               0.000911,               0.000911,               0.000911
                     58,                0.86244,                0.46207,                0.94356,                0.96446,                0.43052,                0.97714,                0.85628,                0.76596,                0.81592,                0.39356,                 1.9222,                 0.7325,                 1.4042,                 2.0081,                0.77721,                 1.4953,              0.0008912,              0.0008912,              0.0008912
                     59,                0.84908,                0.45118,                 0.9423,                0.95179,                0.40294,                0.97074,                0.89999,                0.82979,                0.82464,                0.38974,                 1.9259,                0.69815,                 1.4862,                 2.0092,                0.66783,                 1.5991,              0.0008714,              0.0008714,              0.0008714
                     60,                0.85885,                0.46077,                 0.9457,                0.97355,                0.41306,                0.97867,                0.92673,                0.80739,                0.81382,                0.37607,                 1.8904,                0.69528,                 1.4382,                 2.0598,                0.81081,                 1.5483,              0.0008516,              0.0008516,              0.0008516
                     61,                 0.8177,                0.44009,                0.92942,                0.92114,                0.40237,                0.96186,                0.89949,                0.76175,                0.81213,                 0.3861,                 1.9135,                0.75415,                   1.45,                 1.9476,                 0.8645,                 1.4784,              0.0008318,              0.0008318,              0.0008318
                     62,                0.83675,                0.44226,                0.93586,                0.94234,                0.40947,                0.96621,                0.86104,                0.80851,                0.79934,                0.39455,                 1.9603,                0.73653,                  1.478,                 2.0071,                0.69536,                 1.5287,               0.000812,               0.000812,               0.000812
                     63,                0.82932,                0.43541,                0.93014,                0.93612,                0.39908,                0.96151,                0.89239,                0.76596,                0.81195,                 0.3965,                 1.9538,                0.70783,                 1.4827,                 2.0007,                0.72954,                 1.5491,              0.0007922,              0.0007922,              0.0007922
                     64,                0.81824,                0.43348,                0.92982,                0.91989,                0.39458,                0.95931,                0.90455,                0.80661,                0.82994,                0.38542,                 1.9556,                0.71188,                 1.4752,                 2.0007,                0.71124,                 1.5345,              0.0007724,              0.0007724,              0.0007724
                     65,                0.81901,                0.43637,                0.93134,                0.92614,                0.38872,                0.96324,                0.89976,                0.76395,                0.79674,                0.37968,                 1.9677,                 0.7513,                 1.5044,                 2.0571,                0.72565,                 1.5937,              0.0007526,              0.0007526,              0.0007526
                     66,                0.80566,                0.43618,                0.92693,                0.91223,                0.39384,                0.95948,                 0.8989,                0.76596,                0.79078,                0.38814,                 2.0043,                0.72886,                 1.5284,                 2.0883,                0.81822,                 1.6217,              0.0007328,              0.0007328,              0.0007328
                     67,                 0.8024,                0.41799,                0.92117,                0.90906,                0.36981,                0.94848,                0.89983,                0.78723,                0.82268,                 0.3747,                 1.9937,                0.68981,                 1.5509,                 2.1052,                0.63871,                 1.6753,               0.000713,               0.000713,               0.000713
                     68,                0.79187,                0.42324,                0.92083,                 0.8968,                0.38231,                0.95177,                0.85617,                0.76596,                0.79397,                0.38782,                 1.9451,                0.73297,                 1.4804,                 2.1132,                0.67566,                 1.6589,              0.0006932,              0.0006932,              0.0006932
                     69,                0.81076,                0.42241,                0.92497,                0.91189,                0.36961,                0.95683,                0.85321,                0.78723,                0.78557,                0.37374,                 1.9758,                0.73336,                 1.4855,                 2.1368,                0.70973,                 1.6201,              0.0006734,              0.0006734,              0.0006734
                     70,                0.80816,                 0.4265,                0.92472,                 0.9042,                0.37912,                0.95167,                0.92679,                0.80808,                0.81262,                 0.3666,                 2.0022,                0.70765,                   1.52,                 2.0643,                0.90575,                 1.5786,              0.0006536,              0.0006536,              0.0006536
                     71,                0.79248,                0.41985,                0.91778,                0.88735,                0.37423,                0.94791,                0.90322,                0.76596,                0.80095,                0.37302,                 1.9909,                0.69914,                 1.5433,                 2.0558,                 0.8464,                 1.6011,              0.0006338,              0.0006338,              0.0006338
                     72,                0.77475,                 0.4133,                0.91866,                 0.8696,                0.36294,                0.94679,                0.87767,                0.76333,                0.78998,                0.35835,                  2.043,                0.69975,                 1.5527,                  2.162,                0.75902,                  1.637,               0.000614,               0.000614,               0.000614
                     73,                0.76266,                0.41501,                0.91606,                0.86439,                0.36839,                0.94599,                0.85556,                0.78723,                0.80645,                0.37602,                 1.9647,                0.67698,                 1.5396,                 2.0492,                0.67727,                 1.6224,              0.0005942,              0.0005942,              0.0005942
                     74,                0.78476,                0.42011,                0.91611,                0.88476,                0.37576,                0.94512,                0.92247,                0.80851,                0.83927,                0.36784,                 2.0165,                0.73268,                 1.5683,                 2.0671,                 0.7604,                 1.6414,              0.0005744,              0.0005744,              0.0005744
                     75,                0.78508,                0.41796,                0.91525,                0.88293,                0.37798,                0.94415,                 0.8567,                0.76327,                0.77553,                0.35206,                 2.1087,                0.72129,                 1.6128,                 2.1937,                0.76741,                  1.671,              0.0005546,              0.0005546,              0.0005546
                     76,                0.76988,                0.41769,                0.91277,                0.87019,                0.36366,                0.94265,                0.90435,                0.80477,                0.81955,                0.36906,                 2.0276,                0.69475,                 1.5593,                 2.0879,                0.81284,                 1.6017,              0.0005348,              0.0005348,              0.0005348
                     77,                0.76998,                0.41061,                 0.9132,                0.87267,                0.35882,                0.94201,                0.92123,                0.80851,                0.82943,                0.38778,                  2.006,                0.68494,                 1.5636,                 2.1045,                0.71891,                 1.6311,               0.000515,               0.000515,               0.000515
                     78,                0.76058,                0.40243,                0.91064,                0.85951,                0.35248,                0.93984,                 0.8397,                0.78723,                0.79536,                0.36721,                 2.0567,                0.72294,                  1.592,                 2.1225,                0.68638,                 1.6688,              0.0004952,              0.0004952,              0.0004952
                     79,                0.73462,                0.39863,                0.90139,                0.83629,                0.35016,                0.93062,                0.94352,                0.80851,                0.84688,                0.38275,                 2.0032,                  0.713,                   1.58,                 2.0762,                0.68564,                 1.6724,              0.0004754,              0.0004754,              0.0004754
                     80,                0.74225,                0.40002,                0.90254,                0.84257,                0.35421,                0.93287,                 0.9024,                0.78689,                0.81017,                0.39203,                 1.9046,                 0.6886,                 1.5014,                 1.9925,                0.73503,                 1.6099,              0.0004556,              0.0004556,              0.0004556
                     81,                0.74868,                0.40071,                0.90552,                0.84617,                0.34967,                 0.9343,                0.91248,                0.74468,                0.82091,                 0.3758,                 1.9357,                0.69984,                 1.4957,                  2.037,                0.63336,                 1.6404,              0.0004358,              0.0004358,              0.0004358
                     82,                0.74219,                0.40371,                0.90372,                 0.8424,                0.36277,                0.93633,                0.90437,                0.80492,                0.82808,                 0.3647,                 2.0078,                 0.7183,                  1.539,                 2.0948,                0.72985,                 1.6365,               0.000416,               0.000416,               0.000416
                     83,                0.73793,                0.39169,                0.90345,                0.84087,                0.34712,                0.93402,                 0.9273,                0.78723,                0.83808,                0.35847,                 1.9966,                0.70997,                 1.5472,                 2.1295,                0.71563,                 1.6981,              0.0003962,              0.0003962,              0.0003962
                     84,                0.72629,                 0.3854,                0.89647,                0.82441,                0.33579,                0.92766,                0.92496,                0.78723,                0.83189,                 0.3638,                 2.0104,                0.72772,                 1.5424,                 2.1307,                0.66563,                 1.6994,              0.0003764,              0.0003764,              0.0003764
                     85,                0.72945,                0.38723,                 0.8972,                0.82263,                0.33453,                0.92485,                0.92644,                0.80401,                0.84291,                0.39619,                 1.9823,                0.72175,                  1.527,                 2.0867,                0.64114,                 1.6735,              0.0003566,              0.0003566,              0.0003566
                     86,                0.73066,                0.39108,                0.89215,                0.83244,                0.33623,                0.92089,                0.87572,                0.78723,                0.81982,                0.36932,                 2.0266,                0.71258,                 1.5606,                 2.0972,                0.73347,                 1.6793,              0.0003368,              0.0003368,              0.0003368
                     87,                0.72598,                0.39155,                0.89782,                0.83113,                0.35552,                0.93258,                0.87773,                0.78723,                0.82462,                0.39596,                 2.0012,                0.71539,                 1.5608,                 2.0908,                0.62008,                 1.6827,               0.000317,               0.000317,               0.000317
                     88,                 0.7169,                  0.383,                0.89118,                0.81904,                0.33514,                0.92032,                0.92486,                0.78563,                0.82241,                0.39008,                 1.9672,                0.69186,                 1.5561,                 2.0901,                0.65587,                 1.6901,              0.0002972,              0.0002972,              0.0002972
                     89,                0.70567,                  0.378,                 0.8911,                0.79881,                 0.3283,                0.91986,                 0.8405,                 0.7849,                0.82461,                0.38085,                 1.9654,                0.69919,                 1.5416,                  2.021,                0.76587,                 1.6681,              0.0002774,              0.0002774,              0.0002774
                     90,                0.70281,                0.37547,                 0.8885,                0.80451,                0.33388,                0.91841,                0.90158,                0.77976,                0.81145,                0.36746,                 2.0022,                0.71471,                 1.5626,                 2.1135,                0.71351,                 1.6727,              0.0002576,              0.0002576,              0.0002576
                     91,                0.70721,                0.36869,                0.89385,                0.77132,                0.30151,                0.92257,                0.85791,                0.78723,                0.81286,                 0.3751,                 1.9924,                0.71738,                 1.5442,                 2.1481,                0.62456,                 1.6925,              0.0002378,              0.0002378,              0.0002378
                     92,                0.67257,                0.35552,                0.88586,                0.74251,                0.28099,                0.91311,                0.85635,                0.78723,                0.79691,                0.38095,                 1.9514,                0.74666,                 1.5269,                 2.0836,                0.67074,                 1.6624,               0.000218,               0.000218,               0.000218
                     93,                0.66528,                0.35027,                0.87943,                0.73319,                0.27929,                0.90468,                0.89844,                0.78723,                 0.8061,                0.37678,                 1.9712,                0.72212,                 1.5648,                 2.0365,                0.68697,                 1.6624,              0.0001982,              0.0001982,              0.0001982
                     94,                0.64749,                0.34526,                0.87013,                0.71348,                0.26875,                 0.8944,                 0.8691,                0.76596,                0.79726,                0.37427,                 1.9937,                0.72512,                 1.5947,                 2.1353,                0.64956,                 1.7094,              0.0001784,              0.0001784,              0.0001784
                     95,                0.64633,                0.34327,                0.87458,                0.70532,                0.26852,                0.89516,                0.87372,                0.78723,                0.79354,                0.39141,                  1.967,                0.70215,                 1.5678,                 2.0644,                0.70518,                 1.6773,              0.0001586,              0.0001586,              0.0001586
                     96,                0.64292,                0.34073,                0.87014,                0.70919,                0.25953,                0.89242,                0.89067,                0.78723,                0.79457,                0.36572,                 2.0143,                0.70027,                 1.5889,                 2.1316,                0.65247,                 1.7313,              0.0001388,              0.0001388,              0.0001388
                     97,                 0.6293,                   0.34,                0.86985,                0.69007,                0.26027,                0.89126,                0.90215,                0.80851,                0.82698,                  0.374,                 2.0069,                0.71603,                 1.5928,                 2.1088,                0.77091,                 1.7123,               0.000119,               0.000119,               0.000119
                     98,                0.64542,                0.33955,                0.87566,                0.70637,                0.26538,                0.90025,                0.91726,                0.80851,                0.81858,                0.35423,                 2.0296,                0.71681,                 1.6211,                 2.1431,                0.64963,                 1.7744,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.62965,                0.33782,                0.87295,                0.69343,                0.27202,                0.89746,                0.87752,                0.78723,                0.79162,                0.37155,                 2.0307,                0.71151,                 1.6263,                 2.1578,                0.66313,                 1.7769,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.63103,                0.33246,                0.87179,                0.68875,                0.25255,                0.89277,                0.87801,                0.78723,                0.79087,                0.37004,                 2.0022,                0.70633,                 1.6032,                 2.1391,                0.65797,                 1.7623,               5.96e-05,               5.96e-05,               5.96e-05
